"","logFC","logCPM","LR","PValue","FDR","gene_name","gene_type"
"ENSG00000169432",-1.98238249359015,0.861037824946978,424.55558531753,2.48818011826815e-94,6.27838980683315e-93,"SCN9A","protein_coding"
"ENSG00000169435",-1.06588909781104,4.1837232933722,61.463300308435,4.5107297105481e-15,1.18573831542103e-14,"RASSF6","protein_coding"
"ENSG00000169436",3.55668190397816,3.21549496986876,192.908351390325,7.37098355566317e-44,6.12052082814858e-43,"COL22A1","protein_coding"
"ENSG00000169442",1.1767475952934,5.15325664079667,36.0472775990152,1.92587665469395e-09,3.74444020632032e-09,"CD52","protein_coding"
"ENSG00000169469",3.47177853508712,0.818719836317452,15.9286194593494,6.57765657721482e-05,9.74458389325346e-05,"SPRR1B","protein_coding"
"ENSG00000169495",1.27405890265738,-0.302291140490462,58.3950245458113,2.14432617849407e-14,5.42900858145469e-14,"HTRA4","protein_coding"
"ENSG00000169507",1.04631344419759,0.968639112882377,28.8095383118036,7.9856860878458e-08,1.41587862142925e-07,"SLC38A11","protein_coding"
"ENSG00000169515",-1.99397820462969,4.39723009471433,399.562476836413,6.85769354385995e-89,1.55715148513374e-87,"CCDC8","protein_coding"
"ENSG00000169548",4.01328062636297,-3.11172899943559,27.6166261189386,1.47901994414809e-07,2.58173295244393e-07,"ZNF280A","protein_coding"
"ENSG00000169550",-1.10293241069205,3.63829123506256,21.4082229917294,3.71175866918106e-06,5.94155542407686e-06,"MUC15","protein_coding"
"ENSG00000169551",2.20423868072545,-4.24013497486294,27.4553659021758,1.60762202500244e-07,2.79945251296069e-07,"CT55","protein_coding"
"ENSG00000169554",-1.29267985807399,5.41825874602391,309.037196432434,3.53969631415063e-69,5.72011405198907e-68,"ZEB2","protein_coding"
"ENSG00000169583",1.66514556843604,2.83097118878711,93.4973914401396,4.06736213649848e-22,1.48872018150503e-21,"CLIC3","protein_coding"
"ENSG00000169607",3.8337099570503,3.44550401256833,636.810267903243,1.65068049934581e-140,9.96796382035297e-139,"CKAP2L","protein_coding"
"ENSG00000169618",-1.84476888488162,-0.88276150261864,39.2464183169238,3.73552989133147e-10,7.55276360841924e-10,"PROKR1","protein_coding"
"ENSG00000169627",1.61364619546858,-0.527976389709526,163.050489750472,2.43888385880368e-37,1.62912430362896e-36,"BOLA2B","protein_coding"
"ENSG00000169679",3.71250541339819,5.15549082302844,596.325038079298,1.05471847480687e-131,5.50061065537646e-130,"BUB1","protein_coding"
"ENSG00000169683",1.07130633042051,5.2127273692897,209.220031056114,2.03251797055957e-47,1.87443323951604e-46,"LRRC45","protein_coding"
"ENSG00000169684",1.83686396257077,1.15178614594462,98.1137973603456,3.95016905342793e-23,1.51015381001787e-22,"CHRNA5","protein_coding"
"ENSG00000169692",-2.03236922393802,6.58008069521912,981.867705783176,1.56894994779118e-215,2.31836126755052e-213,"AGPAT2","protein_coding"
"ENSG00000169744",-1.93677212298609,4.18184879035565,849.316228831187,1.02381081869856e-186,1.11561061557069e-184,"LDB2","protein_coding"
"ENSG00000169760",-1.74353720725829,0.633516844253826,96.9610548482592,7.07044586303557e-23,2.67265594105637e-22,"NLGN1","protein_coding"
"ENSG00000169764",-1.0364943577101,6.94657699975683,416.264512825356,1.58682041968167e-92,3.89319902967182e-91,"UGP2","protein_coding"
"ENSG00000169783",2.12667877178694,5.03426587041639,140.19833311205,2.40903487715036e-32,1.34098816434982e-31,"LINGO1","protein_coding"
"ENSG00000169836",2.70451249690762,-1.78935627132573,44.7600101246833,2.227253746492e-11,4.81411617080302e-11,"TACR3","protein_coding"
"ENSG00000169856",2.53930585326214,-3.64925335609044,15.9242957228983,6.59269919626748e-05,9.76612727448904e-05,"ONECUT1","protein_coding"
"ENSG00000169862",1.42371597134327,3.89295392062199,52.734811685315,3.81764191541221e-13,9.08308191755490e-13,"CTNND2","protein_coding"
"ENSG00000169884",-1.22923501884943,-0.196211831846418,71.4405533138538,2.85738564448084e-17,8.36334138589418e-17,"WNT10B","protein_coding"
"ENSG00000169891",1.67466287804815,6.0662484741759,107.595029574846,3.29711058752126e-25,1.38093497980679e-24,"REPS2","protein_coding"
"ENSG00000169900",4.78143609919688,2.66994138972028,104.576037674754,1.51275258634968e-24,6.13690499100469e-24,"PYDC1","protein_coding"
"ENSG00000169906",5.51902684094255,0.895340450334084,33.0919210441039,8.79032081743025e-09,1.64670771747961e-08,"S100G","protein_coding"
"ENSG00000169933",-1.69902254205682,-2.69955090647835,54.0105866400686,1.99412274603325e-13,4.81855353832737e-13,"FRMPD4","protein_coding"
"ENSG00000169946",-1.01948264533616,2.99868030160859,117.378943438013,2.37141189242469e-27,1.08910734546135e-26,"ZFPM2","protein_coding"
"ENSG00000169962",2.12795934203251,1.81355280025585,144.056327850516,3.45362845209206e-33,1.9906330661364e-32,"TAS1R3","protein_coding"
"ENSG00000169991",-1.68279690212381,5.14585245259605,395.733763575814,4.6736157574697e-88,1.04539994666797e-86,"IFFO2","protein_coding"
"ENSG00000169994",-1.73430258184277,0.79347264054787,258.493392177819,3.6553104760711e-58,4.59090990571583e-57,"MYO7B","protein_coding"
"ENSG00000170011",-1.05853986231038,2.56209883937565,65.1141640038052,7.06822030962718e-16,1.93441331751478e-15,"MYRIP","protein_coding"
"ENSG00000170044",4.16482204389792,1.71111769883161,117.734304257472,1.98242004080067e-27,9.12605685527899e-27,"ZPLD1","protein_coding"
"ENSG00000170054",3.37259753338555,0.198327644835189,105.727348601191,8.46115293520645e-25,3.47295429295458e-24,"SERPINA9","protein_coding"
"ENSG00000170075",2.61848721001663,0.759006075297849,135.709919191162,2.30917310720586e-31,1.23499921733069e-30,"GPR37L1","protein_coding"
"ENSG00000170091",6.40558174913445,2.57704716869042,124.923278229246,5.29009729000374e-29,2.58410587632164e-28,"NSG2","protein_coding"
"ENSG00000170099",2.26577294113672,5.47504161312812,19.6407754746981,9.34533838724035e-06,1.46245848237422e-05,"SERPINA6","protein_coding"
"ENSG00000170122",2.1311072061228,-0.596009035132594,182.44476920677,1.41790602206794e-41,1.0892578558659e-40,"FOXD4","protein_coding"
"ENSG00000170145",-2.30773887301542,6.00049451079609,1551.77606281243,0,0,"SIK2","protein_coding"
"ENSG00000170153",-2.33161230863579,4.54649658851428,481.257318373005,1.13803269615155e-106,3.59762199974651e-105,"RNF150","protein_coding"
"ENSG00000170209",-1.12567016270862,-0.0775680859164302,96.6571500463738,8.24341486921635e-23,3.10597821306061e-22,"ANKK1","protein_coding"
"ENSG00000170214",-1.01455995989027,1.07315495798449,44.7526342725537,2.23565963157265e-11,4.83174970790299e-11,"ADRA1B","protein_coding"
"ENSG00000170231",5.11443609706345,0.0602906302967421,110.783810964283,6.598839733449e-26,2.84879483934815e-25,"FABP6","protein_coding"
"ENSG00000170262",-4.88814632552756,0.316148383802974,856.012409645024,3.58476906868445e-188,4.01844371751094e-186,"MRAP","protein_coding"
"ENSG00000170271",-1.98350664595716,5.06266553182284,328.273092266616,2.28514158680212e-73,4.01546726581759e-72,"FAXDC2","protein_coding"
"ENSG00000170275",-1.01814055498732,7.54743768878796,524.762196944112,3.89468082421195e-116,1.44972804343996e-114,"CRTAP","protein_coding"
"ENSG00000170276",-2.9227565133328,1.25822625960085,987.826026623432,7.95179303892833e-217,1.23095018431982e-214,"HSPB2","protein_coding"
"ENSG00000170290",-4.67873495371256,0.425921602699149,586.059603373035,1.8030399759214e-129,8.70502344810565e-128,"SLN","protein_coding"
"ENSG00000170298",3.72879541675492,-1.10113040213442,89.5690163312565,2.96125697042309e-21,1.04371733299787e-20,"LGALS9B","protein_coding"
"ENSG00000170312",3.51320644226216,5.9402088347238,601.154954868485,9.38831295926223e-133,4.94916335865973e-131,"CDK1","protein_coding"
"ENSG00000170323",-4.46242920608701,7.95359207081834,767.763468543123,5.50863009387679e-169,4.63128577504598e-167,"FABP4","protein_coding"
"ENSG00000170324",-1.01982320859994,-0.746002657964148,27.5404103243366,1.53846267182741e-07,2.68237368499094e-07,"FRMPD2","protein_coding"
"ENSG00000170345",-2.55563499468467,8.65992653039418,419.211387835818,3.62324255548057e-93,9.01420230161332e-92,"FOS","protein_coding"
"ENSG00000170367",8.09874796341575,3.72825114440515,81.3153044059341,1.92430574156415e-19,6.27232344405227e-19,"CST5","protein_coding"
"ENSG00000170369",5.61579200868251,2.03509838541532,252.59359720917,7.06355822424977e-57,8.66507567069131e-56,"CST2","protein_coding"
"ENSG00000170370",-1.36002781369389,0.637861702274575,154.376736283205,1.91600984531689e-35,1.20205120723403e-34,"EMX2","protein_coding"
"ENSG00000170373",7.56255813358785,3.74861297655666,317.187164486638,5.9375331526713e-71,9.99237136694165e-70,"CST1","protein_coding"
"ENSG00000170374",3.60202195304317,-0.929771992579193,30.031596685559,4.25063440204197e-08,7.66111846348444e-08,"SP7","protein_coding"
"ENSG00000170382",1.55715284483546,4.99800182510598,122.217496301773,2.06870092800099e-28,9.91400776428977e-28,"LRRN2","protein_coding"
"ENSG00000170396",1.77838447700802,-0.709667944701495,110.887601045069,6.26224452039477e-26,2.70651627233105e-25,"ZNF804A","protein_coding"
"ENSG00000170419",3.97652966059837,4.54174433633343,36.6414284275934,1.41981953757701e-09,2.77964268598209e-09,"VSTM2A","protein_coding"
"ENSG00000170421",1.73702783745299,10.3359084675883,195.031980094675,2.53531445605242e-44,2.13152191660786e-43,"KRT8","protein_coding"
"ENSG00000170423",3.11840527632951,-2.01589293506749,18.2790074414299,1.90798204414522e-05,2.92917668406552e-05,"KRT78","protein_coding"
"ENSG00000170426",2.5741830195184,-2.28774984675948,34.9065494492488,3.4591531481954e-09,6.63690558287932e-09,"SDR9C7","protein_coding"
"ENSG00000170442",1.72586783325716,3.23723272789411,53.5528174769979,2.51733137835797e-13,6.04835532580342e-13,"KRT86","protein_coding"
"ENSG00000170454",4.9603391091439,0.96519010122728,89.435184144769,3.16851089612144e-21,1.11434917109356e-20,"KRT75","protein_coding"
"ENSG00000170465",2.54058060352593,1.41693142832162,25.0325953185279,5.63692798826112e-07,9.50041306584578e-07,"KRT6C","protein_coding"
"ENSG00000170476",1.19797115197172,4.69792143259216,42.8889421766285,5.7937218378903e-11,1.22606644730444e-10,"MZB1","protein_coding"
"ENSG00000170477",1.78071160956059,3.17250903044147,11.6906795698242,0.00062813953031387,0.000869728227356573,"KRT4","protein_coding"
"ENSG00000170482",2.35526003146189,0.997634447897998,180.820871414419,3.20769442556198e-41,2.43827278918887e-40,"SLC23A1","protein_coding"
"ENSG00000170484",-1.35562451831892,-4.15996927816463,14.947187156479,0.000110562769209289,0.000161501296594562,"KRT74","protein_coding"
"ENSG00000170486",2.26591187265271,-3.09844784604207,21.5397020090638,3.46578721799742e-06,5.55922530321049e-06,"KRT72","protein_coding"
"ENSG00000170498",3.40806140770034,-1.59673274803045,140.887111265843,1.70304936539705e-32,9.55363182975824e-32,"KISS1","protein_coding"
"ENSG00000170509",-4.83357818087422,0.423218429252268,1344.45810611897,2.46590123725491e-294,1.02334901346079e-291,"HSD17B13","protein_coding"
"ENSG00000170523",1.54552999229204,0.0189122562487378,17.0806441424279,3.58255778021135e-05,5.40139054672818e-05,"KRT83","protein_coding"
"ENSG00000170525",-1.82786587335883,7.33738411948376,424.914450505437,2.07860808874288e-94,5.2653572429779e-93,"PFKFB3","protein_coding"
"ENSG00000170540",1.08549131906192,8.28476480225171,272.05820581985,4.03960085200317e-61,5.4678983080029e-60,"ARL6IP1","protein_coding"
"ENSG00000170549",-2.09497347595134,4.13926992489996,161.779866115459,4.62149035139782e-37,3.0598156586563e-36,"IRX1","protein_coding"
"ENSG00000170558",2.86189291416007,3.51297929975937,142.662786336014,6.9656501231281e-33,3.96223405224887e-32,"CDH2","protein_coding"
"ENSG00000170577",1.95958988561756,3.69441425367314,91.0979786739579,1.36731281084624e-21,4.88719743000842e-21,"SIX2","protein_coding"
"ENSG00000170579",1.08495473731221,2.78868243069075,24.1041990250437,9.12610796264967e-07,1.51544981961078e-06,"DLGAP1","protein_coding"
"ENSG00000170608",2.43341238152963,0.788813850166775,54.112675488773,1.89316056751689e-13,4.5802650545047e-13,"FOXA3","protein_coding"
"ENSG00000170619",1.08620129650937,5.15067732004033,259.274922577922,2.4692583808888e-58,3.11733881677903e-57,"COMMD5","protein_coding"
"ENSG00000170627",2.63159030805322,0.355364534206224,87.4795278937329,8.51566691795574e-21,2.93718980079092e-20,"GTSF1","protein_coding"
"ENSG00000170629",1.10971084974723,0.957313453330568,41.9358562384939,9.4317143315733e-11,1.97113026933823e-10,"DPY19L2P2","transcribed_unprocessed_pseudogene"
"ENSG00000170681",-1.98189748612515,-0.327665676543977,238.466649843562,8.49275659134213e-54,9.55312671938455e-53,"CAVIN4","protein_coding"
"ENSG00000170684",1.4765764198817,3.05980585212915,198.248468799334,5.03574142622862e-45,4.31745655026766e-44,"ZNF296","protein_coding"
"ENSG00000170689",2.61071942366343,2.01668697164603,125.814856793689,3.37550894791106e-29,1.65925660355356e-28,"HOXB9","protein_coding"
"ENSG00000170703",1.25976684604265,-1.58290395909315,19.8193962597331,8.51145767058184e-06,1.33474820601945e-05,"TTLL6","protein_coding"
"ENSG00000170743",2.35354800619528,3.27394425582954,66.2992179645867,3.87412340960985e-16,1.07550209371534e-15,"SYT9","protein_coding"
"ENSG00000170745",1.16031114286105,5.13850952709103,95.0398012920102,1.86595624590781e-22,6.91929212479694e-22,"KCNS3","protein_coding"
"ENSG00000170775",1.23939669378607,2.33896005390534,72.2082480980287,1.9364469193595e-17,5.72105379613859e-17,"GPR37","protein_coding"
"ENSG00000170779",1.20633944090894,4.43412893491339,248.856775472523,4.60972668296219e-56,5.53649747236314e-55,"CDCA4","protein_coding"
"ENSG00000170786",2.05673016110971,4.15301396847501,64.1287855446481,1.16546213856643e-15,3.15201594741241e-15,"SDR16C5","protein_coding"
"ENSG00000170788",4.75378286621572,-3.23918667865475,85.0145174012312,2.96182445734748e-20,1.00087293902568e-19,"DYDC1","protein_coding"
"ENSG00000170807",-5.01791115187028,0.220327981096265,210.824969216999,9.07575048546649e-48,8.44170306242364e-47,"LMOD2","protein_coding"
"ENSG00000170819",2.76203923215798,-1.04612977620951,107.431409571777,3.58086323446116e-25,1.49656604645736e-24,"BFSP2","protein_coding"
"ENSG00000170835",1.08047145806667,3.11856965711651,15.2388600394049,9.47338811570771e-05,0.000138993858279584,"CEL","protein_coding"
"ENSG00000170858",1.62561770407263,-4.03910744488046,19.2490432201172,1.14727860231562e-05,1.78606984900361e-05,"LILRP2","transcribed_processed_pseudogene"
"ENSG00000170890",1.24363878798745,-2.98953079269404,32.0562026702446,1.4977612225759e-08,2.76777192291265e-08,"PLA2G1B","protein_coding"
"ENSG00000170891",-1.06979179852332,0.409305607556237,93.416615975103,4.23678938654012e-22,1.54927965850141e-21,"CYTL1","protein_coding"
"ENSG00000170893",5.48475126390346,4.93234548194927,95.544657648207,1.44592516061451e-22,5.39353036102238e-22,"TRH","protein_coding"
"ENSG00000170909",1.57358937924516,2.50254436668285,209.307959397075,1.94469101943226e-47,1.7951348004745e-46,"OSCAR","protein_coding"
"ENSG00000170921",1.10850917686622,6.23283423876787,102.02713419644,5.47664324416203e-24,2.17382837764307e-23,"TANC2","protein_coding"
"ENSG00000170950",3.9705950624461,-3.95845390217255,61.7582105164432,3.88328926002676e-15,1.02397670700043e-14,"PGK2","protein_coding"
"ENSG00000170959",2.46116950046344,1.95187990733774,121.88769970213,2.44280971651494e-28,1.16867803582595e-27,"DCDC1","protein_coding"
"ENSG00000170962",-1.73950092947235,4.73932092132093,449.599385894248,8.81658463175709e-100,2.48507923760725e-98,"PDGFD","protein_coding"
"ENSG00000170965",5.87214519204587,0.542086632909523,369.421636763082,2.50104768135819e-82,5.11351520177061e-81,"PLAC1","protein_coding"
"ENSG00000170989",-1.96586501360299,4.97018475483995,580.364956414921,3.12388705995123e-128,1.47533697589222e-126,"S1PR1","protein_coding"
"ENSG00000171017",1.14562585149836,1.43332461132447,91.2599753519892,1.25983300174457e-21,4.51046739561856e-21,"LRRC8E","protein_coding"
"ENSG00000171056",-1.84318555355191,2.72708051410696,521.044745604643,2.50751815177993e-115,9.17619916519091e-114,"SOX7","protein_coding"
"ENSG00000171102",1.6846973362019,3.47662678475175,22.7431136407736,1.85166493515828e-06,3.01525501421459e-06,"OBP2B","protein_coding"
"ENSG00000171115",-1.8358163758965,4.0981139028504,669.382895432682,1.36084129591059e-147,8.93710756792458e-146,"GIMAP8","protein_coding"
"ENSG00000171121",1.0193867170001,1.86127559039493,117.351927733628,2.40393403070108e-27,1.10378373984992e-26,"KCNMB3","protein_coding"
"ENSG00000171124",2.24094065186251,2.4895384368541,63.7931440622228,1.38193675630199e-15,3.72456493459586e-15,"FUT3","protein_coding"
"ENSG00000171126",3.79886906977,-0.657800294413859,183.952065845698,6.64621685074534e-42,5.15650197588655e-41,"KCNG3","protein_coding"
"ENSG00000171195",-1.61377286618204,0.180736916694927,14.64065722496,0.00013007784128019,0.00018912920567798,"MUC7","protein_coding"
"ENSG00000171199",-1.35476804008101,3.27737781675733,9.6771069164256,0.0018657818831573,0.00249243720505329,"OPRPN","protein_coding"
"ENSG00000171201",4.39518561285195,4.87820311126902,17.1972113669952,3.36930579029102e-05,5.08891973359349e-05,"SMR3B","protein_coding"
"ENSG00000171208",1.03944405113056,4.22670049034369,49.6565372009261,1.83158782682091e-12,4.21435891968171e-12,"NETO2","protein_coding"
"ENSG00000171222",1.30284411501771,5.40651334957176,106.575459314561,5.51519604793897e-25,2.27959099205445e-24,"SCAND1","protein_coding"
"ENSG00000171223",-1.15681444669827,7.84830234727801,169.741041988152,8.42802367208627e-39,5.90264279080944e-38,"JUNB","protein_coding"
"ENSG00000171224",1.03062341851,3.56241410224607,142.933548584207,6.07799332744732e-33,3.46742497373091e-32,"FAM241B","protein_coding"
"ENSG00000171227",-2.96491489715621,4.09312463417009,1242.12592919534,4.26864335735986e-272,1.26151346492885e-269,"TMEM37","protein_coding"
"ENSG00000171236",2.08938901126307,5.5972576891896,88.4748325377464,5.14857763026664e-21,1.79422917059766e-20,"LRG1","protein_coding"
"ENSG00000171241",3.0811373814259,3.46939420993428,471.040103418425,1.90298400165512e-104,5.80871720693006e-103,"SHCBP1","protein_coding"
"ENSG00000171243",-1.53454377210281,3.61012306245457,52.9104263320364,3.491114387904e-13,8.32549041888586e-13,"SOSTDC1","protein_coding"
"ENSG00000171246",1.73920306332419,3.9793318539223,26.1555324837111,3.14993313130732e-07,5.38375795006566e-07,"NPTX1","protein_coding"
"ENSG00000171302",1.058562566256,7.48610620529947,146.729317321201,8.99299119210146e-34,5.29294789384245e-33,"CANT1","protein_coding"
"ENSG00000171310",1.35483542492469,5.05322925847771,227.664014720459,1.92660685815022e-51,2.02034767571075e-50,"CHST11","protein_coding"
"ENSG00000171320",3.29501738524323,2.80736576535349,549.878958132687,1.33758581326076e-121,5.59862903168479e-120,"ESCO2","protein_coding"
"ENSG00000171345",1.69945411544612,10.7046263951401,163.706908201691,1.75303094196332e-37,1.17663002487937e-36,"KRT19","protein_coding"
"ENSG00000171346",-1.69949005305973,7.93922017696419,85.2925847337258,2.57326446750765e-20,8.71531922881346e-20,"KRT15","protein_coding"
"ENSG00000171357",-1.17719348111572,0.0269852952013983,186.312702039654,2.02875269428374e-42,1.60076137953092e-41,"LURAP1","protein_coding"
"ENSG00000171368",-1.69575686557662,4.21868979510624,210.885124252132,8.80559428606299e-48,8.19432807965928e-47,"TPPP","protein_coding"
"ENSG00000171403",1.17986001585567,-1.02097611246247,9.11048279938404,0.00254148784211259,0.00336216225992987,"KRT9","protein_coding"
"ENSG00000171408",-1.25469986714149,1.92730308265193,241.958401746845,1.47127416172729e-54,1.69105495135479e-53,"PDE7B","protein_coding"
"ENSG00000171428",3.47862438816959,7.01411340552774,171.901464146563,2.84368137022395e-39,2.02726626923312e-38,"NAT1","protein_coding"
"ENSG00000171431",6.97719577017556,1.17374881061589,33.1706449870395,8.44153333850101e-09,1.58288894219825e-08,"KRT20","protein_coding"
"ENSG00000171433",1.6235695659256,-0.493195264497185,88.7865895077316,4.39787239532065e-21,1.53756051390445e-20,"GLOD5","protein_coding"
"ENSG00000171450",4.89967311299556,0.214684064274939,52.7402356649482,3.80711355782815e-13,9.05913748266904e-13,"CDK5R2","protein_coding"
"ENSG00000171462",-1.56092783189462,1.18659753984146,373.724697080941,2.89216401275673e-83,6.04626570941265e-82,"DLK2","protein_coding"
"ENSG00000171476",1.43672232543529,3.50952581441761,131.514564341584,1.91067415521379e-30,9.80987086008028e-30,"HOPX","protein_coding"
"ENSG00000171502",1.90701614954064,1.59268372260382,248.487836595093,5.54764755488135e-56,6.64661336351111e-55,"COL24A1","protein_coding"
"ENSG00000171509",2.43640180806615,-1.43926097711589,116.332604805778,4.01910150027987e-27,1.82520546595946e-26,"RXFP1","protein_coding"
"ENSG00000171522",-1.40763451074803,3.64277554979747,308.651823759062,4.29455177940368e-69,6.92274648407181e-68,"PTGER4","protein_coding"
"ENSG00000171532",2.77062550809258,-1.13086487196518,29.1963388532195,6.54026716521136e-08,1.16532302053026e-07,"NEUROD2","protein_coding"
"ENSG00000171540",3.47999364743722,-3.25696732029851,48.9974095894119,2.56300770493008e-12,5.85380155558094e-12,"OTP","protein_coding"
"ENSG00000171551",1.94841152591678,3.79742606191257,34.5651729913477,4.12215829789909e-09,7.87258372667403e-09,"ECEL1","protein_coding"
"ENSG00000171557",3.36190017505015,3.70674863226384,23.6469200044896,1.15730991073099e-06,1.90862685455381e-06,"FGG","protein_coding"
"ENSG00000171560",2.47978884784083,1.61964963755127,7.85248840754639,0.00507508057803506,0.0065469210763607,"FGA","protein_coding"
"ENSG00000171564",2.691277836727,3.4406976826659,16.4026013353669,5.12148948639163e-05,7.64890141133757e-05,"FGB","protein_coding"
"ENSG00000171595",1.71363248445688,-3.25225052876233,27.0021839096844,2.03225718882508e-07,3.51785378665542e-07,"DNAI2","protein_coding"
"ENSG00000171596",-3.58557585165742,0.458363931265794,1112.06510769117,7.88161841516622e-244,1.63543582114699e-241,"NMUR1","protein_coding"
"ENSG00000171611",1.42098542804172,-1.6326942065814,59.1489754656093,1.46175438713147e-14,3.73627562848896e-14,"PTCRA","protein_coding"
"ENSG00000171631",1.75064186689065,2.50079215497916,167.15571976152,3.09325483005076e-38,2.1319411823371e-37,"P2RY6","protein_coding"
"ENSG00000171657",1.32122950862483,0.255603860080236,100.036029843921,1.49649777871805e-23,5.82037670466511e-23,"GPR82","protein_coding"
"ENSG00000171659",-1.4855361776219,3.63033249047335,325.459718855472,9.3688685058335e-73,1.63160518041324e-71,"GPR34","protein_coding"
"ENSG00000171671",5.25216512431921,-2.00596286739064,28.53226709483,9.21499212668939e-08,1.62718107397317e-07,"SHANK2-AS3","lncRNA"
"ENSG00000171695",3.36710460482399,-2.23600171152191,122.044826873333,2.25680777613964e-28,1.08075216483191e-27,"LKAAEAR1","protein_coding"
"ENSG00000171722",1.13479221835704,-0.381128199827347,22.9454170192705,1.66667086004979e-06,2.7217360285726e-06,"SPATA46","protein_coding"
"ENSG00000171759",3.0051292966189,1.18245091611836,74.7988832674935,5.21191790708126e-18,1.58346508999408e-17,"PAH","protein_coding"
"ENSG00000171773",-3.45183615411946,-3.35971793719343,218.921472998993,1.5546778188906e-49,1.52919772352301e-48,"NXNL1","protein_coding"
"ENSG00000171790",1.27525416782318,-0.563835569255547,63.5849985118541,1.5359439145297e-15,4.13278880575277e-15,"SLFNL1","protein_coding"
"ENSG00000171792",1.07799318496439,5.22775654368409,271.202311495574,6.20687243867391e-61,8.3550757016104e-60,"RHNO1","protein_coding"
"ENSG00000171793",1.3677767513509,5.3032994702443,211.673034541401,5.92739434591258e-48,5.53971378615357e-47,"CTPS1","protein_coding"
"ENSG00000171798",1.74538890530077,2.5990322875592,37.2300324917476,1.04984451386344e-09,2.07091598330363e-09,"KNDC1","protein_coding"
"ENSG00000171804",1.66853318098042,-2.11456495242938,30.121448091857,4.05818066321676e-08,7.32711411978552e-08,"WDR87","protein_coding"
"ENSG00000171811",1.05949283084216,0.978353358046852,21.7788601401612,3.05952696460346e-06,4.92336221801753e-06,"CFAP46","protein_coding"
"ENSG00000171815",1.41023587055115,-2.60774849267158,20.7637431482967,5.19573660651504e-06,8.24528862664355e-06,"PCDHB1","protein_coding"
"ENSG00000171819",-4.1584850666748,0.398149072424932,371.069203760684,1.09495482626914e-82,2.26000993506663e-81,"ANGPTL7","protein_coding"
"ENSG00000171847",1.06078896301124,0.820032910604416,42.6585325660333,6.51794892350971e-11,1.37500101398504e-10,"FAM90A1","protein_coding"
"ENSG00000171848",3.59977655889764,5.77747122181779,513.342934245473,1.18820808294858e-113,4.20617035533795e-112,"RRM2","protein_coding"
"ENSG00000171855",4.01275369746733,-3.74841882521554,61.6186840117986,4.16844343177907e-15,1.09783269155888e-14,"IFNB1","protein_coding"
"ENSG00000171867",-1.41033551722089,6.72485861438978,319.044250999046,2.33929516511157e-71,3.97456029577537e-70,"PRNP","protein_coding"
"ENSG00000171872",2.48990877578389,-1.6082207326006,52.5801096549339,4.13051364007216e-13,9.80952983679624e-13,"KLF17","protein_coding"
"ENSG00000171885",-1.58190133387183,0.615340587231654,60.6088894180346,6.96189131726605e-15,1.80910858171162e-14,"AQP4","protein_coding"
"ENSG00000171914",-1.79997124302409,5.68372951371088,769.208444396868,2.67216853904723e-169,2.2859933050051e-167,"TLN2","protein_coding"
"ENSG00000171916",3.19295600296868,-0.882045588970652,97.4848561563322,5.42697468260205e-23,2.06020126866783e-22,"LGALS9C","protein_coding"
"ENSG00000171931",1.317742520236,-2.33430280318061,29.2622433748993,6.32155281494958e-08,1.12728001147917e-07,"FBXW10","protein_coding"
"ENSG00000171951",3.18891954902023,3.58223815379542,116.948728449365,2.9458543686536e-27,1.34627201172888e-26,"SCG2","protein_coding"
"ENSG00000171956",2.10684732018142,-3.52163237938616,21.4657593486374,3.60203419835233e-06,5.77065109148766e-06,"FOXB1","protein_coding"
"ENSG00000171992",-1.87627523081693,6.76079894488097,735.056058063583,7.12518330963662e-162,5.53692033683117e-160,"SYNPO","protein_coding"
"ENSG00000172000",1.16182949004813,-0.165179784063762,26.9049526520032,2.13710538591078e-07,3.6927923947723e-07,"ZNF556","protein_coding"
"ENSG00000172031",1.72166736533191,1.65216462180636,77.6691092493784,1.21831898778016e-18,3.81494812275678e-18,"EPHX4","protein_coding"
"ENSG00000172059",-1.23694375303244,4.85459174287518,407.480111964004,1.29612071971172e-90,3.04955785741582e-89,"KLF11","protein_coding"
"ENSG00000172061",3.81904978540915,7.1736360888775,354.200472415737,5.1575396380493e-79,9.97994153176108e-78,"LRRC15","protein_coding"
"ENSG00000172137",-2.10660711901849,4.25914671389595,167.098674717617,3.18328945297072e-38,2.19322009114072e-37,"CALB2","protein_coding"
"ENSG00000172139",1.670358487595,-0.0913448574337201,72.1230775780828,2.02185387261602e-17,5.96615125346073e-17,"SLC9C1","protein_coding"
"ENSG00000172156",5.18044607055139,0.455229393042727,455.307869537534,5.04651028889253e-101,1.44966396443076e-99,"CCL11","protein_coding"
"ENSG00000172159",-1.02452722969496,3.22664561462625,75.6529936839606,3.38162868623208e-18,1.03921013904138e-17,"FRMD3","protein_coding"
"ENSG00000172167",1.57214288556043,3.63552287639315,231.160774009326,3.32812662895153e-52,3.58845273066333e-51,"MTBP","protein_coding"
"ENSG00000172172",1.42850378903121,5.54411926626593,244.729602481199,3.66000800242778e-55,4.27988345847446e-54,"MRPL13","protein_coding"
"ENSG00000172183",1.2640247168198,4.53014906628316,122.874339409019,1.48566330983863e-28,7.1462053904815e-28,"ISG20","protein_coding"
"ENSG00000172201",-1.87510675176957,5.09161887110437,181.072401006551,2.82667207818734e-41,2.15536508542002e-40,"ID4","protein_coding"
