Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
mitotic G1/S transition checkpoint signaling (GO:0044819)	4/12	3.359739374032218E-4	0.00298122006647092	0	0	16.156666666666666	129.22872621721777	CCND1;PRKDC;RPA2;TP53
mRNA transcription (GO:0009299)	4/12	3.359739374032218E-4	0.00298122006647092	0	0	16.156666666666666	129.22872621721777	MED1;HSF1;TP53;HIPK3
positive regulation of ubiquitin protein ligase activity (GO:1904668)	4/12	3.359739374032218E-4	0.00298122006647092	0	0	16.156666666666666	129.22872621721777	GOLGA2;PLK1;PTEN;SKP1
sno(s)RNA 3'-end processing (GO:0031126)	4/12	3.359739374032218E-4	0.00298122006647092	0	0	16.156666666666666	129.22872621721777	EXOSC6;EXOSC10;EXOSC4;EXOSC2
error-prone translesion synthesis (GO:0042276)	5/21	3.363894003475643E-4	0.00298122006647092	0	0	10.11060100166945	80.85691427497102	RFC5;UBC;RPA1;RPA2;RPS27A
intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator (GO:0042771)	5/21	3.363894003475643E-4	0.00298122006647092	0	0	10.11060100166945	80.85691427497102	BAG6;SNW1;BCL3;TP53;HIPK2
mitotic spindle assembly checkpoint signaling (GO:0007094)	5/21	3.363894003475643E-4	0.00298122006647092	0	0	10.11060100166945	80.85691427497102	APC;PLK1;TRIP13;MAD1L1;MAD2L1
mitotic spindle checkpoint signaling (GO:0071174)	5/21	3.363894003475643E-4	0.00298122006647092	0	0	10.11060100166945	80.85691427497102	APC;PLK1;TRIP13;MAD1L1;MAD2L1
regulation of ubiquitin protein ligase activity (GO:1904666)	5/21	3.363894003475643E-4	0.00298122006647092	0	0	10.11060100166945	80.85691427497102	GOLGA2;PLK1;PTEN;MAD2L1;SKP1
spindle assembly checkpoint signaling (GO:0071173)	5/21	3.363894003475643E-4	0.00298122006647092	0	0	10.11060100166945	80.85691427497102	APC;PLK1;TRIP13;MAD1L1;MAD2L1
chromatin assembly (GO:0031497)	9/73	3.415966609918542E-4	0.0030040767436105716	0	0	4.569012605042017	36.46930974121263	NPM1;RBBP4;ATRX;NAP1L1;CTCF;SOX9;TP53;ASF1A;NAP1L4
insulin receptor signaling pathway (GO:0008286)	9/73	3.415966609918542E-4	0.0030040767436105716	0	0	4.569012605042017	36.46930974121263	GRB7;FER;APC;PIK3R3;PIK3R2;SOS1;RHOQ;PTPN2;IGF1R
modulation by host of symbiont process (GO:0051851)	6/32	3.431326915352247E-4	0.0030040767436105716	0	0	7.474916387959866	59.63034813427261	SMARCB1;SNW1;CCNT1;CHD1;SAP30;SMARCA4
negative regulation of cell-matrix adhesion (GO:0001953)	6/32	3.431326915352247E-4	0.0030040767436105716	0	0	7.474916387959866	59.63034813427261	CDKN2A;RASA1;PTEN;NF2;THBS1;MAP4K4
transcription initiation from RNA polymerase I promoter (GO:0006361)	6/32	3.431326915352247E-4	0.0030040767436105716	0	0	7.474916387959866	59.63034813427261	TAF1D;CDK7;TAF1C;POLR2E;MNAT1;POLR2L
regulation of ERK1 and ERK2 cascade (GO:0070372)	18/238	3.479433225258313E-4	0.003035379425726162	0	0	2.6773813217499223	21.321248398602016	APP;PTPN1;SMAD4;FBXW7;PTEN;BRAF;CIB1;MIF;YWHAZ;EGFR;CEACAM1;CD4;ERBB4;ERBB2;PIN1;HRAS;CD44;PTPN2
regulation of cysteine-type endopeptidase activity involved in apoptotic process (GO:0043281)	10/89	3.49232731265971E-4	0.003035379425726162	0	0	4.116481268380003	32.76625236427782	MYC;SIAH2;RPS6KA1;HTRA2;XIAP;BCL10;RAF1;THBS1;CD44;MAP3K5
transforming growth factor beta receptor signaling pathway (GO:0007179)	10/89	3.49232731265971E-4	0.003035379425726162	0	0	4.116481268380003	32.76625236427782	ITGB1;ACVR1;SMAD2;SKI;SMAD4;SMAD3;UBC;ZYX;RPS27A;TGFBR2
regulation of small GTPase mediated signal transduction (GO:0051056)	13/141	3.529554247970731E-4	0.0030603610991419296	0	0	3.3111780879864634	26.32111349650128	ARHGEF11;ITSN1;PIK3R2;ARHGAP5;BCR;TIAM1;MCF2L;RAC2;TRIP10;A2M;SOS1;SQSTM1;RHOQ
positive regulation of RNA metabolic process (GO:0051254)	7/45	3.703440165291941E-4	0.003188140495515043	0	0	5.97311116988451	47.19401850965649	MAP2K2;U2AF2;RIPK1;HRAS;TP53;EGFR;NFKB1
protein deacetylation (GO:0006476)	7/45	3.703440165291941E-4	0.003188140495515043	0	0	5.97311116988451	47.19401850965649	HDAC2;HDAC3;SIN3A;FLNA;TBL1X;MTA2;HDAC9
regulation of insulin receptor signaling pathway (GO:0046626)	7/45	3.703440165291941E-4	0.003188140495515043	0	0	5.97311116988451	47.19401850965649	GRB7;PTPN1;RPS6KB1;TSC2;PIP4K2C;OGT;PTPN2
protein localization to organelle (GO:0033365)	13/142	3.7804408203718983E-4	0.003246678580733676	0	0	3.285339524390404	25.89011730061767	APP;PRNP;DHX9;ARL3;XPA;RPA1;RPA2;COL1A1;GAK;LMNA;MDM2;RAB6A;EMD
negative regulation of translation (GO:0017148)	10/90	3.824644032996984E-4	0.003276838723757749	0	0	4.064814814814815	31.98551956331877	SYNCRIP;GRB7;FXR2;IGFBP5;FMR1;NCL;EIF2AK2;TSC1;EIF3E;GAPDH
regulation of sprouting angiogenesis (GO:1903670)	6/33	4.0878462549346847E-4	0.0034940429956278217	0	0	7.197696023782981	56.15874296168091	TJP1;CEACAM1;E2F2;PIK3CB;THBS1;JAK1
positive regulation of supramolecular fiber organization (GO:1902905)	10/91	4.1828690245162783E-4	0.0035668105369811385	0	0	4.014424076152471	31.22958180125122	RB1;VASP;APP;FER;CTTN;PRKCE;EVL;MAPT;PSEN1;CDK5RAP2
peptidyl-threonine phosphorylation (GO:0018107)	8/60	4.236233499457233E-4	0.0035699763278524053	0	0	4.993288590604027	38.781203841654445	ACVR1;TBK1;PRKDC;CSNK2A2;CDK1;HIPK3;TGFBR2;HIPK2
negative regulation of mitotic metaphase/anaphase transition (GO:0045841)	5/22	4.2458536977980704E-4	0.0035699763278524053	0	0	9.515368751841304	73.88110502262461	APC;PLK1;TRIP13;MAD1L1;MAD2L1
regulation of chromosome organization (GO:0033044)	5/22	4.2458536977980704E-4	0.0035699763278524053	0	0	9.515368751841304	73.88110502262461	RB1;XRCC5;MYC;HNRNPD;MAPT
membrane organization (GO:0061024)	18/242	4.2502686879566194E-4	0.0035699763278524053	0	0	2.6290224280838617	20.410042747078595	HSPA8;ACTR2;ITSN1;STAM;ACTB;EGFR;GAK;NSFL1C;CD4;CTTN;CHMP1B;UBC;TRIP10;CHMP3;RPS27A;EMD;AP2M1;REPS1
positive regulation of response to stimulus (GO:0048584)	7/46	4.2558631022360254E-4	0.0035699763278524053	0	0	5.819653824678951	45.1724019885087	FXR2;DHX9;CDKN2A;FMR1;MYC;ILK;B2M
postreplication repair (GO:0006301)	7/46	4.2558631022360254E-4	0.0035699763278524053	0	0	5.819653824678951	45.1724019885087	RFC5;UBC;RPA1;RPA2;BRCA1;UBE2A;RPS27A
regulation of fibroblast proliferation (GO:0048145)	7/46	4.2558631022360254E-4	0.0035699763278524053	0	0	5.819653824678951	45.1724019885087	SKI;DHX9;MYC;MIF;EMD;TP53;CDC73
negative regulation of cytokine production (GO:0001818)	15/182	4.3270494746638953E-4	0.0036212685510702254	0	0	2.9323526122627412	22.712403668375313	PRNP;ANXA1;HDAC9;THBS1;ZFP36;CEACAM1;TBK1;KAT5;IRF3;AXL;DDIT3;C1QBP;BCL3;PIN1;UFD1
regulation of lipid metabolic process (GO:0019216)	10/92	4.5685506424083427E-4	0.0038145282794367803	0	0	3.9652623798965263	30.497405402752797	MED1;HDAC3;NFYA;SIN3A;TGS1;PSAP;EDF1;NR1D2;TBL1X;SREBF2
regulation of BMP signaling pathway (GO:0030510)	9/76	4.6275807499283466E-4	0.0038548923244784176	0	0	4.363752665245203	33.50622895565615	SMAD2;SKI;SMAD4;SMURF2;XIAP;RBPJ;SKIL;ACVR2B;HIPK2
mitochondrial outer membrane permeabilization (GO:0097345)	4/13	4.7374090765053714E-4	0.003937289064275317	0	0	14.360740740740741	109.9293161737582	BNIP3L;MOAP1;BCL2L11;BLOC1S2
pattern recognition receptor signaling pathway (GO:0002221)	8/61	4.748739320985159E-4	0.003937632811676659	0	0	4.898822337596556	37.488047840952355	IRAK1;CTSL;TRAF6;UBC;TAB2;BCL10;RPS27A;CTSB
transcription by RNA polymerase I (GO:0006360)	6/34	4.838428502750827E-4	0.003994049959184614	0	0	6.940277114190158	52.98034315134397	TAF1D;CDK7;TAF1C;POLR2E;MNAT1;POLR2L
epidermal growth factor receptor signaling pathway (GO:0007173)	7/47	4.872143005381842E-4	0.003994049959184614	0	0	5.673869346733668	43.273503554237706	GRB7;ERBIN;BRAF;PLCG1;SOX9;SOS1;EGFR
histone deacetylation (GO:0016575)	7/47	4.872143005381842E-4	0.003994049959184614	0	0	5.673869346733668	43.273503554237706	HDAC2;SFPQ;HDAC3;SIN3A;TBL1X;MTA2;HDAC9
positive regulation of neuron death (GO:1901216)	7/47	4.872143005381842E-4	0.003994049959184614	0	0	5.673869346733668	43.273503554237706	BACE1;PRNP;DDIT3;ZNF746;MAPT;EIF2S1;MAP3K5
telomere organization (GO:0032200)	7/47	4.872143005381842E-4	0.003994049959184614	0	0	5.673869346733668	43.273503554237706	WRN;RAD50;RIF1;PRKDC;XRCC5;RPA1;RPA2
regulation of epithelial cell proliferation (GO:0050678)	10/93	4.98329789432074E-4	0.004075908277735807	0	0	3.9172853028274717	29.78801077974741	ZFP36;PRKDC;MYC;ERBB2;SOX9;B2M;HRAS;RUNX3;CDC73;EGFR
axo-dendritic transport (GO:0008088)	3/6	5.120171099348396E-4	0.004140909676087368	0	0	32.267886855241265	244.49870005963137	APP;HSPA8;MAPT
negative regulation of histone H3-K9 methylation (GO:0051573)	3/6	5.120171099348396E-4	0.004140909676087368	0	0	32.267886855241265	244.49870005963137	DNMT1;SMARCB1;BRCA1
positive regulation of extrinsic apoptotic signaling pathway via death domain receptors (GO:1902043)	3/6	5.120171099348396E-4	0.004140909676087368	0	0	32.267886855241265	244.49870005963137	PTEN;THBS1;ATF3
protein-DNA complex subunit organization (GO:0071824)	3/6	5.120171099348396E-4	0.004140909676087368	0	0	32.267886855241265	244.49870005963137	MCM3AP;MYC;TCF4
regulation of keratinocyte apoptotic process (GO:1902172)	3/6	5.120171099348396E-4	0.004140909676087368	0	0	32.267886855241265	244.49870005963137	PIAS4;ZFP36;GSN
positive regulation of cell cycle G2/M phase transition (GO:1902751)	5/23	5.291485741980524E-4	0.0042320153151493905	0	0	8.986273418660732	67.79461512053443	MECP2;NPM1;CCND1;CDK1;CDC25B
positive regulation of epithelial cell apoptotic process (GO:1904037)	5/23	5.291485741980524E-4	0.0042320153151493905	0	0	8.986273418660732	67.79461512053443	PIAS4;CD40;GSN;PLCG1;THBS1
positive regulation of transcription initiation from RNA polymerase II promoter (GO:0060261)	5/23	5.291485741980524E-4	0.0042320153151493905	0	0	8.986273418660732	67.79461512053443	MED12;MED1;MED14;ESR1;TP53
regulation of interferon-gamma-mediated signaling pathway (GO:0060334)	5/23	5.291485741980524E-4	0.0042320153151493905	0	0	8.986273418660732	67.79461512053443	SOCS3;IFNGR1;NR1H2;PTPN2;JAK1
regulation of necroptotic process (GO:0060544)	5/23	5.291485741980524E-4	0.0042320153151493905	0	0	8.986273418660732	67.79461512053443	HSP90AA1;RIPK1;CFLAR;OGT;BIRC2
regulation of neurogenesis (GO:0050767)	8/62	5.310376240129137E-4	0.004237727234103052	0	0	4.807854834700472	36.25448366098321	SPEN;SNW1;DYNLT1;NUMB;PAX6;HES1;NAP1L1;B2M
regulation of Wnt signaling pathway (GO:0030111)	11/111	5.368086695969391E-4	0.004274324219064369	0	0	3.5793591905564925	26.95210517142884	SKI;APP;TIAM1;TSC2;PSEN1;ESR1;CDK14;EMD;CDC73;SMARCA4;PPP1CA
positive regulation of epithelial cell migration (GO:0010634)	10/94	5.428781107819648E-4	0.004313130717159795	0	0	3.870450537117204	29.1004690218699	SPARC;PRKCE;ABL1;PIK3CD;PIK3CB;SOX9;PLCG1;DOCK1;THBS1;MAP4K4
regulation of interleukin-2 production (GO:0032663)	7/48	5.557473064646418E-4	0.004405671504215304	0	0	5.535196306736936	41.48738593234427	PRNP;ZFP36;CD4;ANXA1;KAT5;IRF4;TRAF6
negative regulation of cell cycle G1/S phase transition (GO:1902807)	6/35	5.692065764933558E-4	0.004473046016147134	0	0	6.700611232845116	50.06205650774336	RB1;APC;CDKN2A;JADE1;PTEN;CDC73
negative regulation of organelle assembly (GO:1902116)	6/35	5.692065764933558E-4	0.004473046016147134	0	0	6.700611232845116	50.06205650774336	KAT2B;SMAD4;KAT2A;TRIM37;BRCA1;CDK5RAP2
regulation of T cell receptor signaling pathway (GO:0050856)	6/35	5.692065764933558E-4	0.004473046016147134	0	0	6.700611232845116	50.06205650774336	LGALS3;PRNP;CEACAM1;BCL10;DGKZ;PTPN2
response to estrogen (GO:0043627)	6/35	5.692065764933558E-4	0.004473046016147134	0	0	6.700611232845116	50.06205650774336	KRT19;TRIM24;ASH2L;SERPINB9;BRCA1;ESR1
phosphatidylinositol metabolic process (GO:0046488)	11/112	5.793979668890741E-4	0.004543235796888891	0	0	3.543736329788122	26.413313087436144	RAB4A;ARF1;PTEN;PIK3R3;PIK3CD;PIK3R2;PIP4K2C;PLCG1;PIK3CB;PLCB1;PTPN13
regulation of primary metabolic process (GO:0080090)	12/130	5.825599250926323E-4	0.0045581207154210945	0	0	3.3116124599175447	24.665149570065434	MED1;HDAC3;PSMA1;NFYA;SIN3A;TGS1;PSAP;NR1D2;EDF1;PSMF1;TBL1X;SREBF2
cellular protein-containing complex assembly (GO:0034622)	14/168	5.954208545652827E-4	0.0046486645506860925	0	0	2.964869029275809	22.017835158321695	SMAD2;SMAD4;HSP90AA1;SMAD3;DHX9;GTF2B;PDE4DIP;TIAM1;HSF1;CHMP3;TCF4;NUP98;MAPT;AP2M1
adherens junction organization (GO:0034332)	7/49	6.317272235602929E-4	0.004900301280391347	0	0	5.403126744835288	39.805120366997706	TJP1;JUP;CDH1;CTNNA1;CSK;ACTB;VCL
negative regulation of cell projection organization (GO:0031345)	7/49	6.317272235602929E-4	0.004900301280391347	0	0	5.403126744835288	39.805120366997706	GAK;PRNP;HDAC2;PTPRS;PTEN;CIB1;YWHAH
regulation of stress-activated MAPK cascade (GO:0032872)	7/49	6.317272235602929E-4	0.004900301280391347	0	0	5.403126744835288	39.805120366997706	MAP2K2;COPS5;MYC;EIF2AK2;EGFR;IGF1R;MAP4K4
regulation of cytokine production (GO:0001817)	13/150	6.390780361660574E-4	0.004946683425860449	0	0	3.0922104067089062	22.744704136292878	ITK;ANXA1;EIF2AK2;PIK3CD;MIF;TNFRSF1B;MAPK14;HDAC9;POLA1;KAT2A;TBK1;IRF3;GAPDH
regulation of vesicle-mediated transport (GO:0060627)	10/96	6.418946858995625E-4	0.004957846107151439	0	0	3.780048547490408	27.787463122488628	NSF;PTPN1;USP7;RAB4A;MAP2K2;ABL1;TSC2;CHMP3;STX4;CD22
cardiac left ventricle morphogenesis (GO:0003214)	4/14	6.474619087447447E-4	0.0049583760187734485	0	0	12.924	94.89383148092023	SMAD4;CPE;RBPJ;TGFBR2
cellular response to low-density lipoprotein particle stimulus (GO:0071404)	4/14	6.474619087447447E-4	0.0049583760187734485	0	0	12.924	94.89383148092023	ITGB1;FCER1G;CD9;SREBF2
cytoplasmic sequestering of transcription factor (GO:0042994)	4/14	6.474619087447447E-4	0.0049583760187734485	0	0	12.924	94.89383148092023	NFKBIA;SUFU;NFKBIE;PKD1
regulation of response to interferon-gamma (GO:0060330)	4/14	6.474619087447447E-4	0.0049583760187734485	0	0	12.924	94.89383148092023	SOCS3;IFNGR1;PTPN2;JAK1
nucleotide-binding domain, leucine rich repeat containing receptor signaling pathway (GO:0035872)	5/24	6.519299131321862E-4	0.004960994085797037	0	0	8.512872331078112	62.44680065530061	IRAK1;TRAF6;UBC;TAB2;RPS27A
nucleotide-excision repair, DNA gap filling (GO:0006297)	5/24	6.519299131321862E-4	0.004960994085797037	0	0	8.512872331078112	62.44680065530061	RFC5;UBC;RPA1;RPA2;RPS27A
positive regulation of transcription from RNA polymerase II promoter in response to stress (GO:0036003)	5/24	6.519299131321862E-4	0.004960994085797037	0	0	8.512872331078112	62.44680065530061	DDIT3;HSF1;RBPJ;TP53;ATF3
positive regulation of interferon-beta production (GO:0032728)	6/36	6.65814692415202E-4	0.005045364696516037	0	0	6.476923076923077	47.375448442823014	HSP90AA1;TBK1;IRF3;DHX9;IRF1;POLR3F
positive regulation of myeloid leukocyte differentiation (GO:0002763)	6/36	6.65814692415202E-4	0.005045364696516037	0	0	6.476923076923077	47.375448442823014	CD4;HAX1;TRAF6;HSF1;HCLS1;RIPK1
cellular response to transforming growth factor beta stimulus (GO:0071560)	11/114	6.730593725057336E-4	0.005078922921816278	0	0	3.4745657263543936	25.377105820688733	ACVR1;SMAD2;ITGB1;SKI;SMAD4;SMAD3;UBC;ZYX;SOX9;RPS27A;TGFBR2
response to lipid (GO:0033993)	11/114	6.730593725057336E-4	0.005078922921816278	0	0	3.4745657263543936	25.377105820688733	RXRB;STAT5B;FER;ANXA1;IRAK1;STAT3;SPP1;ERBIN;TAB2;SOX9;ESR1
negative regulation of cell differentiation (GO:0045596)	15/191	7.169942785788324E-4	0.0053991615090477	0	0	2.7811004784688995	20.13639864912965	RB1;MED1;SMAD3;NR1H2;PTEN;CDC73;EGFR;NFKBIA;SKI;SUFU;MYB;TRIB3;HES1;SOX9;MEN1
negative regulation of protein phosphorylation (GO:0001933)	13/152	7.240560767250002E-4	0.005440979726556408	0	0	3.047401672570573	22.034669654641387	RB1;PRNP;PRKDC;PTEN;TSC2;CIB1;PTPN13;CEACAM1;TRIB3;CALM3;CALM2;YWHAG;MEN1
positive regulation of tumor necrosis factor superfamily cytokine production (GO:1903557)	9/81	7.417921380751687E-4	0.005562669941865142	0	0	4.059663865546218	29.255730121840823	APP;IFNGR1;DHX9;STAT3;RIPK1;MIF;BCL10;PSEN1;THBS1
negative regulation of G1/S transition of mitotic cell cycle (GO:2000134)	6/37	7.74644330024396E-4	0.00577302086445867	0	0	6.267666414931492	44.895962431188664	RB1;APC;CDKN2A;JADE1;PTEN;CDC73
nucleotide-excision repair, DNA incision, 5'-to lesion (GO:0006296)	6/37	7.74644330024396E-4	0.00577302086445867	0	0	6.267666414931492	44.895962431188664	RFC5;UBC;XPA;RPA1;RPA2;RPS27A
positive regulation of myeloid cell differentiation (GO:0045639)	6/37	7.74644330024396E-4	0.00577302086445867	0	0	6.267666414931492	44.895962431188664	MED1;STAT5B;PRKDC;PRMT1;STAT3;MAPK14
regulation of protein-containing complex assembly (GO:0043254)	11/116	7.789849473534832E-4	0.00579339939196704	0	0	3.4080301935276642	24.393040301507074	RB1;LGALS3;HSPA8;HSP90AA1;BCL2L11;GSN;HSF1;EIF2AK2;RAF1;CRYAB;HCFC1
positive regulation of cytoskeleton organization (GO:0051495)	9/82	8.113768467039329E-4	0.006000922995482728	0	0	4.003844825601473	28.494474540415464	VASP;FER;HAX1;CTTN;PRKCE;ABL1;HCLS1;EVL;HRAS
cell-cell junction assembly (GO:0007043)	8/66	8.11879795341162E-4	0.006000922995482728	0	0	4.475352927563064	31.847319720040797	TJP1;PARD6B;JUP;CTNNA1;CD9;PKN2;ACTB;VCL
positive regulation of cell death (GO:0010942)	8/66	8.11879795341162E-4	0.006000922995482728	0	0	4.475352927563064	31.847319720040797	PRNP;CDKN1B;APC;ZNF746;RIPK1;MAPT;EIF2S1;MAP3K5
histone H3 deacetylation (GO:0070932)	4/15	8.619241066003166E-4	0.006331894607957926	0	0	11.748484848484848	82.90134275182905	HDAC2;SFPQ;HDAC3;HDAC9
interleukin-27-mediated signaling pathway (GO:0070106)	4/15	8.619241066003166E-4	0.006331894607957926	0	0	11.748484848484848	82.90134275182905	STAT3;CANX;IL6ST;JAK1
peptidyl-tyrosine autophosphorylation (GO:0038083)	4/15	8.619241066003166E-4	0.006331894607957926	0	0	11.748484848484848	82.90134275182905	ITK;ABL1;EGFR;IGF1R
cellular response to oxygen-containing compound (GO:1901701)	21/323	8.723794690169187E-4	0.006344314707875033	0	0	2.277407335885407	16.042708744163043	IGFBP5;HTRA2;BCL10;TNFRSF1B;MAPK14;ESR1;ACTB;EGFR;NFKB1;CDC73;ZFP36;FER;SNW1;KAT5;IRAK1;AXL;TRAF6;GNB1;NRIP1;SOX9;MAPT
G-quadruplex DNA unwinding (GO:0044806)	3/7	8.759270098480085E-4	0.006344314707875033	0	0	24.199667221297837	170.3711697428266	WRN;DHX9;HNRNPA2B1
modulation by symbiont of host defense response (GO:0052031)	3/7	8.759270098480085E-4	0.006344314707875033	0	0	24.199667221297837	170.3711697428266	UBC;RPS27A;B2M
positive regulation of mRNA binding (GO:1902416)	3/7	8.759270098480085E-4	0.006344314707875033	0	0	24.199667221297837	170.3711697428266	CDK9;FMR1;EIF3E
response to host defenses (GO:0052200)	3/7	8.759270098480085E-4	0.006344314707875033	0	0	24.199667221297837	170.3711697428266	UBC;RPS27A;B2M
response to lead ion (GO:0010288)	3/7	8.759270098480085E-4	0.006344314707875033	0	0	24.199667221297837	170.3711697428266	PLSCR1;MAPT;PPP1CA
SMAD protein complex assembly (GO:0007183)	3/7	8.759270098480085E-4	0.006344314707875033	0	0	24.199667221297837	170.3711697428266	SMAD2;SMAD4;SMAD3
cell-matrix adhesion (GO:0007160)	10/100	8.848536272421855E-4	0.00638014855495488	0	0	3.6112981668537225	25.38774506132606	BCR;ITGB1;TIAM1;CTTN;ZYX;ILK;TSC1;PKD1;VCL;CD44
regulation of Notch signaling pathway (GO:0008593)	9/83	8.861808777467134E-4	0.00638014855495488	0	0	3.9495344083579376	27.759655982579954	KAT2B;NOTCH3;SNW1;FBXW7;STAT3;RBPJ;IL6ST;SREBF2;EGFR
regulation of osteoblast differentiation (GO:0045667)	9/83	8.861808777467134E-4	0.00638014855495488	0	0	3.9495344083579376	27.759655982579954	ACVR1;SKI;SUFU;SOX9;PRKACA;IL6ST;ACVR2B;RUNX2;MEN1
negative regulation of ubiquitin-dependent protein catabolic process (GO:2000059)	6/38	8.967092855937205E-4	0.00643968859239215	0	0	6.071488294314381	42.60229061977811	BAG6;USP7;GIPC1;CSNK2A2;OGT;HIPK2
peptidyl-threonine modification (GO:0018210)	8/67	8.980214477330888E-4	0.00643968859239215	0	0	4.399271982709589	30.862285794865805	ACVR1;TBK1;PRKDC;CSNK2A2;CDK1;HIPK3;TGFBR2;HIPK2
positive regulation of protein localization to plasma membrane (GO:1903078)	7/52	9.1009964600054E-4	0.006500454303215738	0	0	5.04213660897078	35.304821018270005	ITGB1;LGALS3;PRKCE;CIB1;STX4;SQSTM1;EGFR
response to peptide hormone (GO:0043434)	7/52	9.1009964600054E-4	0.006500454303215738	0	0	5.04213660897078	35.304821018270005	STAT5B;ANXA1;IGFBP5;EIF6;STAT3;TSC1;OGT
DNA geometric change (GO:0032392)	5/26	9.598901809645397E-4	0.006802208021098418	0	0	7.70132760950791	53.514151045669394	WRN;RAD50;ANXA1;DHX9;HNRNPA2B1
negative regulation of receptor-mediated endocytosis (GO:0048261)	5/26	9.598901809645397E-4	0.006802208021098418	0	0	7.70132760950791	53.514151045669394	APP;LRPAP1;UNC119;PSEN1;UBQLN2
positive regulation of protein insertion into mitochondrial membrane involved in apoptotic signaling pathway (GO:1900740)	5/26	9.598901809645397E-4	0.006802208021098418	0	0	7.70132760950791	53.514151045669394	YWHAB;YWHAZ;TP53;YWHAG;YWHAH
regulation of protein insertion into mitochondrial membrane involved in apoptotic signaling pathway (GO:1900739)	5/26	9.598901809645397E-4	0.006802208021098418	0	0	7.70132760950791	53.514151045669394	YWHAB;YWHAZ;TP53;YWHAG;YWHAH
positive regulation of cysteine-type endopeptidase activity involved in apoptotic process (GO:0043280)	11/119	9.635338558239188E-4	0.006814640427366422	0	0	3.3128474174005373	23.00740374354173	CASP9;SMAD3;GSN;MYC;HTRA2;RIPK1;BCL10;MAPT;CFLAR;HSPE1;MAP3K5
interferon-gamma-mediated signaling pathway (GO:0060333)	8/68	9.913368714377848E-4	0.006997557916391565	0	0	4.32572706935123	29.918701594555763	IRF3;IFNGR1;IRF4;IRF1;B2M;CAMK2G;CD44;JAK1
cellular macromolecule catabolic process (GO:0044265)	7/53	0.0010217264340309068	0.007183951749609125	0	0	4.932270045881582	33.964901325080405	EXOSC7;CHEK2;PABPC4;SIAH2;HNRNPD;HTRA2;RIPK1
positive regulation of NIK/NF-kappaB signaling (GO:1901224)	7/53	0.0010217264340309068	0.007183951749609125	0	0	4.932270045881582	33.964901325080405	APP;IRAK1;TRAF6;ILK;EIF2AK2;ACTN4;EGFR
nucleotide-excision repair, DNA incision (GO:0033683)	6/39	0.0010330583088858114	0.0072494967318115205	0	0	5.887199756764974	40.475862063879866	RFC5;UBC;XPA;RPA1;RPA2;RPS27A
regulation of cellular component organization (GO:0051128)	12/139	0.001054919333740442	0.007388532110294708	0	0	3.0754947861247075	21.08033615892187	ARHGEF11;TJP1;HSPA8;PTPN1;RAB4A;HSP90AA1;CEACAM1;ABL1;TSC2;SGK1;CD22;HCFC1
positive regulation of protein polymerization (GO:0032273)	8/69	0.001092250195422129	0.00763516754823182	0	0	4.254593464627572	29.01426527502603	VASP;HSP90AA1;FER;CTTN;PRKCE;EVL;MAPT;CDK5RAP2
cellular response to corticosteroid stimulus (GO:0071384)	4/16	0.0011219538809297822	0.007797471384419508	0	0	10.768888888888888	73.14965469881588	ZFP36;ANXA1;BCL2L11;UBE2L3
negative regulation of receptor signaling pathway via JAK-STAT (GO:0046426)	4/16	0.0011219538809297822	0.007797471384419508	0	0	10.768888888888888	73.14965469881588	SOCS3;BCL3;NF2;PTPN2
neuron projection organization (GO:0106027)	4/16	0.0011219538809297822	0.007797471384419508	0	0	10.768888888888888	73.14965469881588	APP;PRNP;ARF1;PSEN1
nuclear membrane reassembly (GO:0031468)	7/54	0.0011438361162172796	0.007820309550699777	0	0	4.827078655689797	32.69557841692952	NSFL1C;POM121;LMNA;CDK1;CHMP3;NUP98;EMD
regulation of cyclin-dependent protein kinase activity (GO:1904029)	7/54	0.0011438361162172796	0.007820309550699777	0	0	4.827078655689797	32.69557841692952	CDK7;CDKN1B;CCNT1;CCND1;SERTAD1;MNAT1;ACTB
regulation of proteolysis (GO:0030162)	7/54	0.0011438361162172796	0.007820309550699777	0	0	4.827078655689797	32.69557841692952	CYFIP2;BAG6;HDAC2;FBXW11;PLK1;NEDD8;OGT
positive regulation of proteasomal protein catabolic process (GO:1901800)	9/86	0.0011448216326321145	0.007820309550699777	0	0	3.795067117756193	25.702116470459572	BAG6;FBXW7;CSNK1A1;FMR1;PLK1;ARIH2;MDM2;TRIB3;GABARAP
regulation of neuron death (GO:1901214)	9/86	0.0011448216326321145	0.007820309550699777	0	0	3.795067117756193	25.702116470459572	PRNP;TBK1;ZNF746;HTRA2;TSC1;MAPT;TNFRSF1B;EIF2S1;MAP3K5
regulation of Ras protein signal transduction (GO:0046578)	9/86	0.0011448216326321145	0.007820309550699777	0	0	3.795067117756193	25.702116470459572	EPS8;BCR;ERBIN;STAMBP;RAF1;FBP1;SQSTM1;OGT;GABARAP
regulation of macromolecule metabolic process (GO:0060255)	15/200	0.0011464727849360501	0.007820309550699777	0	0	2.6445647685036477	17.906520455880653	APP;ARF1;CTCF;PSEN1;ATP1B1;TAPBP;CDH1;MYC;PCBP1;FUBP1;KHSRP;RASA1;HNRNPD;PIN1;HMG20A
