Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
regulation of epithelial to mesenchymal transition (GO:0010717)	7/76	0.004636376922134988	0.02432713361023288	0	0	3.6555681267173106	19.644372617431603	COL1A1;TIAM1;DAB2;PTEN;TGFBR1;TGFBR2;SMAD7
RNA transport (GO:0050658)	7/76	0.004636376922134988	0.02432713361023288	0	0	3.6555681267173106	19.644372617431603	POM121;DDX39B;SRSF3;SRSF4;U2AF1;HNRNPA1;TGFBR2
cytoplasmic sequestering of protein (GO:0051220)	3/13	0.004693409196975743	0.02432713361023288	0	0	10.762915129151292	57.706403274398866	NFKBIA;SUFU;GET4
mitochondrial outer membrane permeabilization (GO:0097345)	3/13	0.004693409196975743	0.02432713361023288	0	0	10.762915129151292	57.706403274398866	BNIP3L;BAD;BLOC1S2
negative regulation of viral release from host cell (GO:1902187)	3/13	0.004693409196975743	0.02432713361023288	0	0	10.762915129151292	57.706403274398866	TRIM28;CHMP3;PML
pathway-restricted SMAD protein phosphorylation (GO:0060389)	3/13	0.004693409196975743	0.02432713361023288	0	0	10.762915129151292	57.706403274398866	TGFBR1;SMAD7;TGFBR2
positive regulation of ruffle assembly (GO:1900029)	3/13	0.004693409196975743	0.02432713361023288	0	0	10.762915129151292	57.706403274398866	PFN1;HRAS;NDEL1
positive regulation of transporter activity (GO:0032411)	3/13	0.004693409196975743	0.02432713361023288	0	0	10.762915129151292	57.706403274398866	RXRA;KMT2A;SGK1
purine ribonucleoside triphosphate metabolic process (GO:0009205)	3/13	0.004693409196975743	0.02432713361023288	0	0	10.762915129151292	57.706403274398866	GNAI3;RAN;RHOQ
regulation of receptor signaling pathway via STAT (GO:1904892)	3/13	0.004693409196975743	0.02432713361023288	0	0	10.762915129151292	57.706403274398866	PTPRC;HES1;JAK2
ribosomal subunit export from nucleus (GO:0000054)	3/13	0.004693409196975743	0.02432713361023288	0	0	10.762915129151292	57.706403274398866	NPM1;XPO1;RAN
toll-like receptor 9 signaling pathway (GO:0034162)	3/13	0.004693409196975743	0.02432713361023288	0	0	10.762915129151292	57.706403274398866	IRAK1;TNIP2;TRAF6
regulation of filopodium assembly (GO:0051489)	5/41	0.004920224590541927	0.025462550286384958	0	0	4.994598765432099	26.54330117824364	CDC42;WASL;RAB5A;RHOQ;ARF6
positive regulation of cell differentiation (GO:0045597)	15/258	0.00496311202838827	0.025644048134081755	0	0	2.2375960866526903	11.872063477533562	MEF2A;ACVR2B;TGFBR1;TGFBR2;COL1A1;CDC42;RPS6KA3;TIAM1;BLOC1S6;DAB2;SIN3A;RPS6KA1;CTNNA1;ABL1;FGFR1
positive regulation of type I interferon production (GO:0032481)	7/77	0.004983255492691124	0.02570764350867858	0	0	3.603159851301115	19.10277129208651	IFI16;IRAK1;RIPK2;POLR3F;EP300;GAPDH;NFKB2
clathrin-dependent endocytosis (GO:0072583)	4/26	0.005062786183013369	0.02585261415423487	0	0	6.531003192740716	34.52182693227484	GAK;CLTC;ITSN1;AP2B1
positive regulation of G1/S transition of mitotic cell cycle (GO:1900087)	4/26	0.005062786183013369	0.02585261415423487	0	0	6.531003192740716	34.52182693227484	CCND3;CCND2;CDC6;EGFR
positive regulation of glucose import (GO:0046326)	4/26	0.005062786183013369	0.02585261415423487	0	0	6.531003192740716	34.52182693227484	AKT2;IRS2;RHOQ;APPL1
positive regulation of viral transcription (GO:0050434)	4/26	0.005062786183013369	0.02585261415423487	0	0	6.531003192740716	34.52182693227484	CDK9;POLR2C;SUPT5H;GTF2F2
regulation of mitotic metaphase/anaphase transition (GO:0030071)	4/26	0.005062786183013369	0.02585261415423487	0	0	6.531003192740716	34.52182693227484	CUL3;PLK1;CDC6;CDK5RAP2
regulation of telomere maintenance (GO:0032204)	4/26	0.005062786183013369	0.02585261415423487	0	0	6.531003192740716	34.52182693227484	UPF1;USP7;HNRNPD;PML
neuron projection morphogenesis (GO:0048812)	10/140	0.005066513532817136	0.02585261415423487	0	0	2.7785765636232926	14.68506156507398	MEF2A;CDC42;APP;PARD6B;ROCK1;MAP1B;PTEN;WASL;SGK1;DNM2
protein polymerization (GO:0051258)	6/59	0.005285847578440437	0.026929916001340176	0	0	4.075051633003116	21.364364062532974	DIAPH1;CHMP3;CHMP4B;WASL;MAPT;JAK2
negative regulation of apoptotic signaling pathway (GO:2001234)	7/78	0.0053492891736238776	0.027168758171300218	0	0	3.5522278653332635	18.58096364959132	TCF7L2;QARS1;ZMYND11;NOL3;CLU;TGFBR1;HSPA1A
negative regulation of protein serine/threonine kinase activity (GO:0071901)	7/78	0.0053492891736238776	0.027168758171300218	0	0	3.5522278653332635	18.58096364959132	LYN;PRKAR1A;CDKN2A;PRKAR2A;PLK1;PTEN;ABL1
double-strand break repair (GO:0006302)	11/164	0.005406845218341407	0.027418638580182623	0	0	2.5987368730263642	13.565639051554609	BARD1;MDC1;SFPQ;MTA1;PARP1;TDP2;RBBP8;ATM;ERCC5;TP53BP1;APTX
positive regulation of ATPase activity (GO:0032781)	5/42	0.005462470677780432	0.027615356384896147	0	0	4.85935935935936	25.31655321606665	DNAJB1;HNRNPU;ATP1B1;PFN1;PFN2
regulation of extrinsic apoptotic signaling pathway via death domain receptors (GO:1902041)	5/42	0.005462470677780432	0.027615356384896147	0	0	4.85935935935936	25.31655321606665	GSK3B;TNFAIP3;STX4;TNFRSF10A;ICAM1
protein localization to organelle (GO:0033365)	10/142	0.005592481597338344	0.02822912633979555	0	0	2.736193712829227	14.190809435707859	COL1A1;GAK;DNAJA1;APP;XPA;MDM2;STX5;OPTN;GET4;ARF6
positive regulation of stress-activated MAPK cascade (GO:0032874)	8/99	0.0056585801828897145	0.02851889643634586	0	0	3.1700738739844887	16.403808060738836	APP;TRAF3;TRAF6;MBIP;AXIN1;EIF2AK2;TPD52L1;HRAS
cellular protein catabolic process (GO:0044257)	6/60	0.005741141097757872	0.028846376633604256	0	0	3.9993815708101423	20.637198008770717	BNIP3L;CLTC;MDM2;HTRA2;AP2B1;CTSB
peptidyl-threonine phosphorylation (GO:0018107)	6/60	0.005741141097757872	0.028846376633604256	0	0	3.9993815708101423	20.637198008770717	GSK3B;ROCK1;CHEK1;TGFBR1;TGFBR2;TAF1
cellular response to unfolded protein (GO:0034620)	4/27	0.0058172651140736735	0.028875108682716675	0	0	6.246725066302338	32.15142565770598	HSPA5;HSPA1B;OPTN;HSPA1A
dendritic spine organization (GO:0097061)	4/27	0.0058172651140736735	0.028875108682716675	0	0	6.246725066302338	32.15142565770598	CDC42;PTEN;WASL;IGF1R
melanosome organization (GO:0032438)	4/27	0.0058172651140736735	0.028875108682716675	0	0	6.246725066302338	32.15142565770598	BLOC1S6;SNAPIN;BLOC1S2;AP1M1
positive regulation of erythrocyte differentiation (GO:0045648)	4/27	0.0058172651140736735	0.028875108682716675	0	0	6.246725066302338	32.15142565770598	STAT5B;STAT3;HSPA1B;HSPA1A
positive regulation of gene silencing by miRNA (GO:2000637)	4/27	0.0058172651140736735	0.028875108682716675	0	0	6.246725066302338	32.15142565770598	DDX5;MAP2K2;STAT3;EGFR
positive regulation of mitotic cell cycle (GO:0045931)	4/27	0.0058172651140736735	0.028875108682716675	0	0	6.246725066302338	32.15142565770598	APP;CUL3;MDM2;HES1
positive regulation of muscle cell differentiation (GO:0051149)	4/27	0.0058172651140736735	0.028875108682716675	0	0	6.246725066302338	32.15142565770598	CDC42;MEF2A;ABL1;CTNNA1
regulation of epidermal growth factor-activated receptor activity (GO:0007176)	4/27	0.0058172651140736735	0.028875108682716675	0	0	6.246725066302338	32.15142565770598	APP;SHC1;FBXW7;SNX6
cytoplasmic sequestering of transcription factor (GO:0042994)	3/14	0.005853675332456056	0.02896818818369279	0	0	9.783965112378397	50.29628810478792	NFKBIA;FAF1;SUFU
regulation of chromatin organization (GO:1902275)	3/14	0.005853675332456056	0.02896818818369279	0	0	9.783965112378397	50.29628810478792	CDK9;HNRNPU;MLLT3
cellular response to interferon-gamma (GO:0071346)	9/121	0.005907201034519433	0.029189046075690152	0	0	2.8999033848614073	14.88109536948702	SYNCRIP;IRF4;CD47;JAK2;B2M;GAPDH;CD44;PML;ICAM1
cell-matrix adhesion (GO:0007160)	8/100	0.006008129989955727	0.029598610355923035	0	0	3.1354546190591854	16.036727032802872	DDR1;TIAM1;ITGB5;TRIP6;FN1;ZYX;TSC1;CD44
positive regulation of translation (GO:0045727)	8/100	0.006008129989955727	0.029598610355923035	0	0	3.1354546190591854	16.036727032802872	KHDRBS1;NPM1;LARP1;PKM;C1QBP;HNRNPD;EIF3E;VIM
regulation of carbohydrate catabolic process (GO:0043470)	5/43	0.00604557972346241	0.029693932743533186	0	0	4.731237816764133	24.169187256159862	RANBP2;POM121;EP300;NUP98;OGT
regulation of purine nucleotide metabolic process (GO:1900542)	5/43	0.00604557972346241	0.029693932743533186	0	0	4.731237816764133	24.169187256159862	RANBP2;POM121;EP300;NUP98;OGT
regulation of DNA-templated transcription, initiation (GO:2000142)	6/61	0.006224399189269838	0.03048097573133483	0	0	3.926463147242368	19.94359928361821	TCF7L2;THRA;TRIM28;CDKN2A;PTEN;MED8
regulation of endocytosis (GO:0030100)	6/61	0.006224399189269838	0.03048097573133483	0	0	3.926463147242368	19.94359928361821	RAB4A;DAB2;HIP1;ROCK1;ABL1;RAB5A
negative regulation of cell differentiation (GO:0045596)	12/191	0.006289184232289453	0.030752330053862437	0	0	2.42447619147442	12.289485334930657	ABCA1;NFKBIA;CDK6;SUFU;PTEN;HNRNPU;GPS2;HES1;FOXO1;TGFBR1;EGFR;SMAD7
histone mRNA metabolic process (GO:0008334)	4/28	0.006643063568787421	0.03209365936560689	0	0	5.986136783733826	30.01557955630125	UPF1;EXOSC10;LSM1;ATM
internal peptidyl-lysine acetylation (GO:0018393)	4/28	0.006643063568787421	0.03209365936560689	0	0	5.986136783733826	30.01557955630125	MRGBP;TRRAP;EP300;TAF6
regulation of DNA damage response, signal transduction by p53 class mediator (GO:0043516)	4/28	0.006643063568787421	0.03209365936560689	0	0	5.986136783733826	30.01557955630125	DDX5;MDM2;ATM;CD44
regulation of extrinsic apoptotic signaling pathway in absence of ligand (GO:2001239)	4/28	0.006643063568787421	0.03209365936560689	0	0	5.986136783733826	30.01557955630125	HTRA2;HSPA1B;FGFR1;HSPA1A
ventricular septum morphogenesis (GO:0060412)	4/28	0.006643063568787421	0.03209365936560689	0	0	5.986136783733826	30.01557955630125	HES1;TGFBR1;SMAD7;TGFBR2
homotypic cell-cell adhesion (GO:0034109)	5/44	0.006671098959873179	0.03209365936560689	0	0	4.60968660968661	23.09439471715179	FN1;HSPB1;PIK3CG;ACTG1;TJP2
mRNA stabilization (GO:0048255)	5/44	0.006671098959873179	0.03209365936560689	0	0	4.60968660968661	23.09439471715179	SYNCRIP;LARP1;MAPKAPK2;HNRNPU;HNRNPC
positive regulation of stress fiber assembly (GO:0051496)	5/44	0.006671098959873179	0.03209365936560689	0	0	4.60968660968661	23.09439471715179	CDC42;ABL1;CD47;TGFBR1;PFN2
protein K63-linked ubiquitination (GO:0070534)	5/44	0.006671098959873179	0.03209365936560689	0	0	4.60968660968661	23.09439471715179	RNF126;TRAF3;TRAF6;WWP2;STUB1
regulation of endothelial cell apoptotic process (GO:2000351)	5/44	0.006671098959873179	0.03209365936560689	0	0	4.60968660968661	23.09439471715179	TNIP2;TNFAIP3;ICAM1;PAK4;NFE2L2
response to amyloid-beta (GO:1904645)	5/44	0.006671098959873179	0.03209365936560689	0	0	4.60968660968661	23.09439471715179	APP;GSK3B;ICAM1;IGF1R;SNX6
positive regulation of cysteine-type endopeptidase activity (GO:2001056)	6/62	0.006736575440333115	0.03231352226519197	0	0	3.8561489530877284	19.281529792869343	CYFIP2;IFI16;RIPK2;BAD;HTRA2;CYCS
positive regulation of interleukin-1 production (GO:0032732)	6/62	0.006736575440333115	0.03231352226519197	0	0	3.8561489530877284	19.281529792869343	APP;IFI16;RIPK2;STAT3;HSPB1;JAK2
cell junction assembly (GO:0034329)	8/102	0.006756195145968209	0.03231352226519197	0	0	3.0684258488846625	15.33383036641843	VASP;CDC42;PARD6B;CDH1;FN1;PTEN;ACTG1;LIMS1
mitotic sister chromatid segregation (GO:0000070)	8/102	0.006756195145968209	0.03231352226519197	0	0	3.0684258488846625	15.33383036641843	PDCD6IP;CUL3;CHMP1B;PLK1;CHMP4B;CHMP3;KPNB1;RAN
neutrophil degranulation (GO:0043312)	23/481	0.00683924430638101	0.03233939067243208	0	0	1.8275820241262193	9.110639005585771	ACTR2;ROCK1;TUBB;STXBP2;NME2;RAB27A;TNFRSF1B;RAP1B;DIAPH1;NRAS;PTPRC;PKM;PSMC2;CD47;B2M;SPTAN1;HMOX2;HSPA1B;KPNB1;CD44;HSPA1A;AP1M1;CTSB
regulation of tumor necrosis factor production (GO:0032680)	9/124	0.006910989464792522	0.03233939067243208	0	0	2.8238157040882546	14.047473495930749	APP;PTPRC;MAPKAPK2;STAT3;HSPB1;TNFAIP3;CD47;JAK2;CLU
beta-catenin destruction complex assembly (GO:1904885)	2/5	0.007017874476919122	0.03233939067243208	0	0	23.882136279926335	118.43855636415508	GSK3B;AXIN1
cellular response to indole-3-methanol (GO:0071681)	2/5	0.007017874476919122	0.03233939067243208	0	0	23.882136279926335	118.43855636415508	CDH1;CTNNA1
cellular response to nicotine (GO:0071316)	2/5	0.007017874476919122	0.03233939067243208	0	0	23.882136279926335	118.43855636415508	BAD;B2M
CRD-mediated mRNA stabilization (GO:0070934)	2/5	0.007017874476919122	0.03233939067243208	0	0	23.882136279926335	118.43855636415508	SYNCRIP;HNRNPU
extracellular exosome biogenesis (GO:0097734)	2/5	0.007017874476919122	0.03233939067243208	0	0	23.882136279926335	118.43855636415508	COPS5;RAB27A
negative regulation of CD4-positive, alpha-beta T cell differentiation (GO:0043371)	2/5	0.007017874476919122	0.03233939067243208	0	0	23.882136279926335	118.43855636415508	RUNX3;RUNX1
negative regulation of myosin-light-chain-phosphatase activity (GO:0035509)	2/5	0.007017874476919122	0.03233939067243208	0	0	23.882136279926335	118.43855636415508	IKBKB;ROCK1
negative regulation of RNA polymerase II regulatory region sequence-specific DNA binding (GO:1903026)	2/5	0.007017874476919122	0.03233939067243208	0	0	23.882136279926335	118.43855636415508	DDIT3;TAF1
nuclear retention of pre-mRNA at the site of transcription (GO:0071033)	2/5	0.007017874476919122	0.03233939067243208	0	0	23.882136279926335	118.43855636415508	EXOSC10;EXOSC2
peripheral nervous system neuron differentiation (GO:0048934)	2/5	0.007017874476919122	0.03233939067243208	0	0	23.882136279926335	118.43855636415508	RUNX3;RUNX1
PML body organization (GO:0030578)	2/5	0.007017874476919122	0.03233939067243208	0	0	23.882136279926335	118.43855636415508	SERBP1;PML
positive regulation of CD4-positive, alpha-beta T cell proliferation (GO:2000563)	2/5	0.007017874476919122	0.03233939067243208	0	0	23.882136279926335	118.43855636415508	CD81;TGFBR2
positive regulation of CD8-positive, alpha-beta T cell differentiation (GO:0043378)	2/5	0.007017874476919122	0.03233939067243208	0	0	23.882136279926335	118.43855636415508	RUNX3;RUNX1
positive regulation of epithelial to mesenchymal transition involved in endocardial cushion formation (GO:1905007)	2/5	0.007017874476919122	0.03233939067243208	0	0	23.882136279926335	118.43855636415508	TGFBR1;TGFBR2
positive regulation of nucleotide-binding oligomerization domain containing signaling pathway (GO:0070426)	2/5	0.007017874476919122	0.03233939067243208	0	0	23.882136279926335	118.43855636415508	HSPA1B;HSPA1A
receptor-mediated virion attachment to host cell (GO:0046813)	2/5	0.007017874476919122	0.03233939067243208	0	0	23.882136279926335	118.43855636415508	CD81;ICAM1
regulation of germinal center formation (GO:0002634)	2/5	0.007017874476919122	0.03233939067243208	0	0	23.882136279926335	118.43855636415508	BCL6;TNFAIP3
regulation of metaphase plate congression (GO:0090235)	2/5	0.007017874476919122	0.03233939067243208	0	0	23.882136279926335	118.43855636415508	NUMA1;MAD1L1
regulation of natural killer cell differentiation (GO:0032823)	2/5	0.007017874476919122	0.03233939067243208	0	0	23.882136279926335	118.43855636415508	AXL;PRDM1
regulation of platelet-derived growth factor receptor-beta signaling pathway (GO:2000586)	2/5	0.007017874476919122	0.03233939067243208	0	0	23.882136279926335	118.43855636415508	HIP1;PTPN12
response to indole-3-methanol (GO:0071680)	2/5	0.007017874476919122	0.03233939067243208	0	0	23.882136279926335	118.43855636415508	CDH1;CTNNA1
ribosome localization (GO:0033750)	2/5	0.007017874476919122	0.03233939067243208	0	0	23.882136279926335	118.43855636415508	XPO1;RAN
rRNA transport (GO:0051029)	2/5	0.007017874476919122	0.03233939067243208	0	0	23.882136279926335	118.43855636415508	NPM1;TSC1
ubiquitin-independent protein catabolic process via the multivesicular body sorting pathway (GO:0090611)	2/5	0.007017874476919122	0.03233939067243208	0	0	23.882136279926335	118.43855636415508	PDCD6IP;CHMP4B
anterograde synaptic vesicle transport (GO:0048490)	3/15	0.007170610752865903	0.03254048946079257	0	0	8.968173431734318	44.28272791935911	BLOC1S6;SNAPIN;BLOC1S2
embryonic cranial skeleton morphogenesis (GO:0048701)	3/15	0.007170610752865903	0.03254048946079257	0	0	8.968173431734318	44.28272791935911	TFAP2A;TGFBR1;TGFBR2
GTP metabolic process (GO:0046039)	3/15	0.007170610752865903	0.03254048946079257	0	0	8.968173431734318	44.28272791935911	GNAI3;RAN;RHOQ
histone H3 deacetylation (GO:0070932)	3/15	0.007170610752865903	0.03254048946079257	0	0	8.968173431734318	44.28272791935911	PER1;SFPQ;HDAC3
integrated stress response signaling (GO:0140467)	3/15	0.007170610752865903	0.03254048946079257	0	0	8.968173431734318	44.28272791935911	HSPA5;DDIT3;NFE2L2
macrophage differentiation (GO:0030225)	3/15	0.007170610752865903	0.03254048946079257	0	0	8.968173431734318	44.28272791935911	CDC42;CD4;PARP1
negative regulation of mRNA processing (GO:0050686)	3/15	0.007170610752865903	0.03254048946079257	0	0	8.968173431734318	44.28272791935911	BARD1;C1QBP;SRSF4
positive regulation of keratinocyte differentiation (GO:0045618)	3/15	0.007170610752865903	0.03254048946079257	0	0	8.968173431734318	44.28272791935911	NUMA1;VDR;NME2
protein localization to cell-cell junction (GO:0150105)	3/15	0.007170610752865903	0.03254048946079257	0	0	8.968173431734318	44.28272791935911	PAK2;ACTG1;TJP2
regulation of amyloid fibril formation (GO:1905906)	3/15	0.007170610752865903	0.03254048946079257	0	0	8.968173431734318	44.28272791935911	APP;CLU;CRYAB
synaptic vesicle transport along microtubule (GO:0099517)	3/15	0.007170610752865903	0.03254048946079257	0	0	8.968173431734318	44.28272791935911	BLOC1S6;SNAPIN;BLOC1S2
cellular response to reactive oxygen species (GO:0034614)	6/63	0.007278618957687512	0.03293951558644514	0	0	3.7883019236402693	18.649106270163248	ABL1;TNFAIP3;FOS;MAPT;EGFR;NFE2L2
positive regulation of Ras protein signal transduction (GO:0046579)	6/63	0.007278618957687512	0.03293951558644514	0	0	3.7883019236402693	18.649106270163248	LYN;SHC1;ARRB1;IRS2;JAK2;PIK3CG
mitotic G2/M transition checkpoint (GO:0044818)	5/45	0.0073405514844972495	0.03303751635203769	0	0	4.494212962962963	22.086096397582054	CHEK1;PLK1;ATM;TOPBP1;CDC6
positive regulation of RNA metabolic process (GO:0051254)	5/45	0.0073405514844972495	0.03303751635203769	0	0	4.494212962962963	22.086096397582054	DDX5;MAP2K2;HRAS;EGFR;HSPA1A
protein deacetylation (GO:0006476)	5/45	0.0073405514844972495	0.03303751635203769	0	0	4.494212962962963	22.086096397582054	HDAC5;HDAC3;MTA1;SIN3B;SIN3A
regulation of insulin receptor signaling pathway (GO:0046626)	5/45	0.0073405514844972495	0.03303751635203769	0	0	4.494212962962963	22.086096397582054	GRB7;GRB10;OGT;SNX5;NCK1
positive regulation of plasma membrane bounded cell projection assembly (GO:0120034)	7/83	0.007489215999971104	0.033614388092893556	0	0	3.317672666797104	16.237656004323494	CDC42;ACTR2;WASL;PFN1;HRAS;RHOQ;NDEL1
regulation of interleukin-1 beta production (GO:0032651)	7/83	0.007489215999971104	0.033614388092893556	0	0	3.317672666797104	16.237656004323494	APP;IFI16;RIPK2;STAT3;HSPB1;TNFAIP3;JAK2
neutrophil activation involved in immune response (GO:0002283)	23/485	0.007521131459135031	0.03362536776708791	0	0	1.8113773199980097	8.857705181230076	ACTR2;ROCK1;TUBB;STXBP2;NME2;RAB27A;TNFRSF1B;RAP1B;DIAPH1;NRAS;PTPRC;PKM;PSMC2;CD47;B2M;SPTAN1;HMOX2;HSPA1B;KPNB1;CD44;HSPA1A;AP1M1;CTSB
beta-catenin-TCF complex assembly (GO:1904837)	4/29	0.007542904808465926	0.03362536776708791	0	0	5.746395563770795	28.083485115722517	TCF7L2;TRRAP;EP300;ASH2L
MyD88-dependent toll-like receptor signaling pathway (GO:0002755)	4/29	0.007542904808465926	0.03362536776708791	0	0	5.746395563770795	28.083485115722517	IRAK1;TRAF6;RPS27A;UBA52
positive regulation of viral genome replication (GO:0045070)	4/29	0.007542904808465926	0.03362536776708791	0	0	5.746395563770795	28.083485115722517	TOP2B;LARP1;RAD23A;PPID
regulation of gluconeogenesis (GO:0006111)	4/29	0.007542904808465926	0.03362536776708791	0	0	5.746395563770795	28.083485115722517	USP7;EP300;FBP1;OGT
positive regulation of ERK1 and ERK2 cascade (GO:0070374)	11/172	0.007655723009006705	0.03408199076329851	0	0	2.4685835252518205	12.027683966082124	APP;CD4;PTPRC;FBXW7;SHC1;ARRB1;MAP2K7;HRAS;CD44;EGFR;ICAM1
interleukin-12-mediated signaling pathway (GO:0035722)	5/46	0.00805543331209636	0.03561977991507838	0	0	4.384372177055104	21.138849148432808	CDC42;RAP1B;CFL1;JAK2;PAK2
posttranscriptional regulation of gene expression (GO:0010608)	5/46	0.00805543331209636	0.03561977991507838	0	0	4.384372177055104	21.138849148432808	APP;PER1;LARP1;YTHDC1;TSC1
regulation of B cell proliferation (GO:0030888)	5/46	0.00805543331209636	0.03561977991507838	0	0	4.384372177055104	21.138849148432808	LYN;PTPRC;CD81;IRS2;ATM
regulation of double-strand break repair via homologous recombination (GO:0010569)	5/46	0.00805543331209636	0.03561977991507838	0	0	4.384372177055104	21.138849148432808	ACTR2;PARP1;CHEK1;TP53BP1;UBQLN4
spliceosomal complex assembly (GO:0000245)	5/46	0.00805543331209636	0.03561977991507838	0	0	4.384372177055104	21.138849148432808	SNRPD2;DDX39B;YTHDC1;NOL3;LUC7L2
neutrophil mediated immunity (GO:0002446)	23/488	0.008068304791287683	0.03562867835829729	0	0	1.7994067482387839	8.672802025359717	ACTR2;ROCK1;TUBB;STXBP2;NME2;RAB27A;TNFRSF1B;RAP1B;DIAPH1;NRAS;PTPRC;PKM;PSMC2;CD47;B2M;SPTAN1;HMOX2;HSPA1B;KPNB1;CD44;HSPA1A;AP1M1;CTSB
plasma membrane bounded cell projection organization (GO:0120036)	9/128	0.008446649494153965	0.03721333238301569	0	0	2.728333124294494	13.025022572140225	LYN;APP;GSK3B;BLOC1S6;SNAPIN;ROCK1;BLOC1S2;MAPT;CDK16
protein autoubiquitination (GO:0051865)	6/65	0.00845607365286744	0.03721333238301569	0	0	3.6595075626552624	17.46635503278816	TRAF6;CUL3;UBE2D3;MDM2;WWP2;STUB1
regulation of cell cycle process (GO:0010564)	8/106	0.008461184382118165	0.03721333238301569	0	0	2.942575913046783	14.042755327347082	CDC42;NUMA1;CHEK1;PLK1;RCC1;SND1;MAD1L1;AURKB
regulation of cell cycle G2/M phase transition (GO:1902749)	7/85	0.008501741022158142	0.037319231407736776	0	0	3.2322705175865027	15.40979897931527	NPM1;TUBA1A;TUBB;PLK1;TUBA4A;CDK5RAP2;PAFAH1B1
negative regulation of Notch signaling pathway (GO:0045746)	4/30	0.00851938565205573	0.037319231407736776	0	0	5.525095976112612	26.329353401998194	FBXW7;ARRB1;WWP2;EGFR
positive regulation of small GTPase mediated signal transduction (GO:0051057)	4/30	0.00851938565205573	0.037319231407736776	0	0	5.525095976112612	26.329353401998194	LYN;SHC1;IRS2;JAK2
activation of NF-kappaB-inducing kinase activity (GO:0007250)	3/16	0.008648942181984934	0.03748636631320022	0	0	8.27788816349702	39.32260326928971	IRAK1;TRAF6;TNFRSF10A
dendritic spine morphogenesis (GO:0060997)	3/16	0.008648942181984934	0.03748636631320022	0	0	8.27788816349702	39.32260326928971	CDC42;PTEN;WASL
negative regulation of telomere maintenance (GO:0032205)	3/16	0.008648942181984934	0.03748636631320022	0	0	8.27788816349702	39.32260326928971	PARP1;ATM;TERF1
negative regulation of transcription regulatory region DNA binding (GO:2000678)	3/16	0.008648942181984934	0.03748636631320022	0	0	8.27788816349702	39.32260326928971	SIN3A;DDIT3;TAF1
nuclear transport (GO:0051169)	3/16	0.008648942181984934	0.03748636631320022	0	0	8.27788816349702	39.32260326928971	NPM1;XPO1;NUP98
regulation of activin receptor signaling pathway (GO:0032925)	3/16	0.008648942181984934	0.03748636631320022	0	0	8.27788816349702	39.32260326928971	FKBP1A;ACVR2B;SMAD7
regulation of defense response to virus (GO:0050688)	3/16	0.008648942181984934	0.03748636631320022	0	0	8.27788816349702	39.32260326928971	TRAF3;C1QBP;TNFAIP3
regulation of mast cell degranulation (GO:0043304)	3/16	0.008648942181984934	0.03748636631320022	0	0	8.27788816349702	39.32260326928971	LYN;STXBP2;GAB2
epidermal growth factor receptor signaling pathway (GO:0007173)	5/47	0.008817210567430914	0.03801480666457402	0	0	4.279761904761905	20.24776636624451	GRB7;SHC1;GAB1;SOS1;EGFR
regulation of DNA binding (GO:0051101)	5/47	0.008817210567430914	0.03801480666457402	0	0	4.279761904761905	20.24776636624451	NFKBIA;IFI16;HES1;TXN;JAK2
regulation of wound healing (GO:0061041)	5/47	0.008817210567430914	0.03801480666457402	0	0	4.279761904761905	20.24776636624451	TNFAIP3;CASK;HRAS;CRK;ACTG1
telomere organization (GO:0032200)	5/47	0.008817210567430914	0.03801480666457402	0	0	4.279761904761905	20.24776636624451	PCNA;PARP1;APEX1;ATM;TERF1
negative regulation of protein phosphorylation (GO:0001933)	10/152	0.008891637113465823	0.03828538237438499	0	0	2.542187705673292	12.0058477544553	LYN;PTPRC;QARS1;PTEN;HSPB1;TAF7;FBLN1;PAK2;SMAD7;NCK1
positive regulation of endothelial cell migration (GO:0010595)	7/86	0.009044117996369741	0.0388908927209556	0	0	3.19119100277634	15.016598193066285	SPARC;ATP5F1B;SP1;ABL1;HSPB1;PIK3CG;FGFR1
positive regulation of cell death (GO:0010942)	6/66	0.009093348488561664	0.039051408888705265	0	0	3.598330241187384	16.91291522444271	GSK3B;RIPK2;FAF1;FOS;MAPT;CLU
positive regulation of Wnt signaling pathway (GO:0030177)	10/153	0.009289476355322566	0.039841531923939	0	0	2.524279458858898	11.810783242381099	COL1A1;PSMA3;ZEB2;PSMD4;UBR5;PSMC2;AXIN1;TNFAIP3;PSMF1;EGFR
positive regulation of canonical Wnt signaling pathway (GO:0090263)	9/130	0.00930539868839569	0.039857719447292765	0	0	2.6829591710867153	12.54863077381329	COL1A1;PSMA3;ZEB2;PSMD4;UBR5;PSMC2;AXIN1;PSMF1;EGFR
negative regulation of DNA binding (GO:0043392)	4/31	0.009574972045298677	0.040746411518320313	0	0	5.320188950503184	24.731444525476704	NFKBIA;IFI16;SIN3A;JAK2
negative regulation of response to DNA damage stimulus (GO:2001021)	4/31	0.009574972045298677	0.040746411518320313	0	0	5.320188950503184	24.731444525476704	DDX39B;MDM2;CLU;CD44
positive regulation of leukocyte cell-cell adhesion (GO:1903039)	4/31	0.009574972045298677	0.040746411518320313	0	0	5.320188950503184	24.731444525476704	IRAK1;TRAF6;CD47;CD44
